Unnamed: 0.1,Unnamed: 0,id,title,author,issue,volume,venue,page,pub_date,type,publisher,editor,omid,langdetect,langdetect_prob,langid,langid_prob,overall,winner
4979810,4979810,omid:br/06101387350 doi:10.1017/nps.2019.21,Approaches To Kurdish Autonomy In The Middle East,"Gunes, Cengiz [omid:ra/06104047842]",2,48.0,Nationalities Papers [omid:br/0612029937 issn:0090-5992 issn:1465-3923],323-338,2019-10-23,journal article,Cambridge University Press (Cup) [omid:ra/0610116004 crossref:56],,omid:br/06101387350,en,0.9999962033486124,en,0.9985380172729492,en,langdetect
10120486,10120486,omid:br/06404597623 doi:10.50821/glytoucan-g28543tt,GlyTouCan ID G28543TT,"木下, 聖子 [omid:ra/064013023862]",,,,,2021-06-29,dataset,"Glycan & Life Systems Integration Center, Soka University [omid:ra/064013023863]",,omid:br/06404597623,en,0.9999957454614902,en,0.169461503624916,en,langdetect
8773881,8773881,omid:br/0660763764 doi:10.1177/0363546519868213 pmid:31433670,Increased Chondrocytic Gene Expression Is Associated With Improved Repair Tissue Quality And Graft Survival In Patients After Autologous Chondrocyte Implantation,"Ackermann, Jakob [omid:ra/06602228658]; Merkely, Gergo [omid:ra/06602228659]; Mestriner, Alexandre Barbieri [omid:ra/06602228660]; Shah, Nehal [omid:ra/06602228661]; Gomoll, Andreas H. [omid:ra/06602228662]",12,47,The American Journal Of Sports Medicine [omid:br/0617016761 issn:1552-3365 issn:0363-5465],2919-2926,2019-08-21,journal article,Sage Publications [omid:ra/0610116008 crossref:179],,omid:br/0660763764,en,0.99999680060426,en,1.0,en,langid
5936414,5936414,omid:br/062302825090 doi:10.1080/15614263.2020.1848565,The Impact Of Context On Real-Life Serious Crime Interviews,"Leahy-Harland, Samantha [omid:ra/062307972298]; Bull, Ray [omid:ra/062307972299]",1,22.0,Police Practice And Research [omid:br/062302825977 issn:1561-4263 issn:1477-271X],1009-1026,2020-11-25,journal article,Informa Uk Limited [omid:ra/0610116005 crossref:301],,omid:br/062302825090,en,0.9999967021628388,en,0.9995562434196472,en,langdetect
10542730,10542730,omid:br/060498505 doi:10.5281/zenodo.4690964,FIGUIRE 61. Tenucephalus Brevilamina N In Revision Of The New World Leafhopper Tribe Faltalini (Hemiptera: Cicadellidae: Deltocephalinae) And The Evolution Of Brachyptery,"Zahniser, James N. [omid:ra/0601727999]",,,,,2021-04-13,,Zenodo [omid:ra/0601728000],,omid:br/060498505,en,0.9999955106949538,en,1.0,en,langid
3979453,3979453,omid:br/062403434707 doi:10.1007/s10840-022-01343-5 pmid:35974118,"A New Insight Into The Different Approaches For The Ablation Of para-Hisian Accessory Pathways: Safety, Effectiveness, And Mechanism","Pang, Yang [omid:ra/062409306330]; Chen, Qingxing [omid:ra/062409306331]; Xu, Ye [omid:ra/062409306332]; Cheng, Kuan [omid:ra/062409306333]; Ling, Yunlong [omid:ra/062409306334]; Ge, Junbo [omid:ra/062409306335]; Zhu, Wenqing [omid:ra/06130420991 orcid:0000-0001-8229-0934]",,,Journal Of Interventional Cardiac Electrophysiology [omid:br/06802998 issn:1383-875X issn:1572-8595],,2022-08-16,journal article,Springer Science And Business Media Llc [omid:ra/0610116006 crossref:297],,omid:br/062403434707,en,0.999996737988415,en,1.0,en,langid
3083937,3083937,omid:br/06450125984 doi:10.1007/978-1-0716-2651-1_21,Autofluorescence Imaging To Evaluate Retinal Disease Progression In Rodent,"Cheng, Chia-Hua [omid:ra/06450358568]; Cui, Xuan [omid:ra/06450358569]; Tsang, Stephen H. [omid:ra/06450358570]",,,Methods In Molecular Biology [omid:br/06450126607 isbn:9781071626511 isbn:9781071626504],229-232,2022-12-09,book chapter,Springer Science And Business Media Llc [omid:ra/0610116006 crossref:297],,omid:br/06450125984,en,0.7752339478813445,en,0.9999204874038696,en,langid
5450484,5450484,omid:br/062603078035 pmid:31792190 doi:10.1073/pnas.1918895116,"Demographic Change, Political Backlash, And Challenges In The Study Of Geography","Enos, Ryan D. [omid:ra/062608520365]",50,116,Proceedings Of The National Academy Of Sciences [omid:br/0621062545 issn:0027-8424 issn:1091-6490 doi:10.1073/pnas],24916-24918,2019-12-02,journal article,Proceedings Of The National Academy Of Sciences [omid:ra/0680114368 crossref:341],,omid:br/062603078035,en,0.9999975715723424,en,1.0,en,langid
7613638,7613638,omid:br/0640404463 doi:10.1007/s12517-021-08925-z,"Influence Of Depositional Environment On Coal Quality In Jangwa-Shankodi And Lafia-Obi Areas, Central Benue Trough, North-Central Nigeria","Amobi, Johnson Ogonna [omid:ra/06401160710]; Ekpo, Itohowo Moses [omid:ra/06401160711]; Ekwenye, Ogechi Clementina [omid:ra/06401160712]; Oha, Ifeanyi Andrew [omid:ra/06401160713]; Emedo, Chidubem Okwudiri [omid:ra/06401160714]",23,14,Arabian Journal Of Geosciences [omid:br/061106357 issn:1866-7511 issn:1866-7538],,2021-11-24,journal article,Springer Science And Business Media Llc [omid:ra/0610116006 crossref:297],,omid:br/0640404463,en,0.9999943760157812,en,1.0,en,langid
932946,932946,omid:br/061901498689 doi:10.1080/10106049.2021.2007296,Geomorphometric Analysis Of Nearshore Sedimentary Bedforms From High-Resolution Multi-Temporal Satellite-Derived Bathymetry,"Alevizos, Evangelos [omid:ra/061904462702]; Roussos, Anastasios [omid:ra/061904462703]; Alexakis, Dimitrios D. [omid:ra/061904462704]",,,Geocarto International [omid:br/061036107 issn:1752-0762 issn:1010-6049],1-18,2021-11-25,journal article,Informa Uk Limited [omid:ra/0610116005 crossref:301],,omid:br/061901498689,en,0.9999961324577692,en,0.9999995231628418,en,langid
5468781,5468781,omid:br/062302303398 doi:10.3390/engproc2021012085,Comparative Optical And Thermal Analysis Of Compound Parabolic Solar Collector With Fixed And Variable Concentration Ratio,"Riaz, Hamza [omid:ra/062306776531]; Ali, Muzaffar [omid:ra/063097781 orcid:0000-0003-4276-5215]; Akhtar, Javed [omid:ra/062306776532]; Muhammad, Rashid [omid:ra/062306776533]; Kaleem, Muhammad [omid:ra/062306776534]",,,"The 1St International Conference On Energy, Power And Environment [omid:br/062302304388]",,2022-01-18,proceedings article,Mdpi Ag [omid:ra/0610116165 crossref:1968],,omid:br/062302303398,en,0.9999953864757936,en,1.0,en,langid
1908708,1908708,omid:br/0650398844 doi:10.1007/s12517-021-08075-2,RETRACTED ARTICLE: Prediction Of Urban Pollution Particles And Nutritional Safety Monitoring Of Protein Food Based On Image Processing,"Ling, Wei [omid:ra/06501168886]",17,14.0,Arabian Journal Of Geosciences [omid:br/061106357 issn:1866-7511 issn:1866-7538],,2021-08-13,journal article,Springer Science And Business Media Llc [omid:ra/0610116006 crossref:297],,omid:br/0650398844,en,0.9999974440307748,en,0.9999362230300904,en,langdetect
9897377,9897377,omid:br/06202536751 doi:10.1177/1527476420976120,"The Angelus: Devotional Television, Changing Times","McCarthy, Anna [omid:ra/06207378768]",1,22.0,Television & New Media [omid:br/06202537866 issn:1527-4764 issn:1552-8316],12-31,2020-11-30,journal article,Sage Publications [omid:ra/0610116008 crossref:179],,omid:br/06202536751,en,0.9999969783970584,en,0.9998915195465088,en,langdetect
1565694,1565694,omid:br/06280175544 doi:10.3390/admsci13040111,Women Entrepreneurship: Challenges And Perspectives Of An Emerging Economy,"Ahmetaj, Bardhyl [omid:ra/06280508657]; Hysa, Eglantina [omid:ra/066012406300 orcid:0000-0002-3429-5738]; Kruja, Alba Demneri [omid:ra/06280508658 orcid:0000-0002-6902-1489]",4,13.0,Administrative Sciences [omid:br/062202594373 issn:2076-3387],111-111,2023-04-13,journal article,Mdpi Ag [omid:ra/0610116165 crossref:1968],,omid:br/06280175544,en,0.9999944763673784,fr,0.6709337830543518,en,langdetect
178949,178949,omid:br/061101316791 doi:10.1038/s41467-022-29616-7 pmid:35413953,Trade-off Between Tree Planting And Wetland Conservation In China,"Xi, Yi [omid:ra/061041247 orcid:0000-0003-2654-4615]; Peng, Shushi [omid:ra/062019133 orcid:0000-0001-5098-726X]; Liu, Gang [omid:ra/061103983078]; Ducharne, Agnès [omid:ra/061041248 orcid:0000-0002-6550-3413]; Ciais, Philippe [omid:ra/0616013817 orcid:0000-0001-8560-4943]; Prigent, Catherine [omid:ra/061103983079]; Li, Xinyu [omid:ra/061103983080]; Tang, Xutao [omid:ra/061103983081]",1,13,Nature Communications [omid:br/0623032092 issn:2041-1723 doi:10.1038/41467.2041-1723],,2022-04-12,journal article,Springer Science And Business Media Llc [omid:ra/0610116006 crossref:297],,omid:br/061101316791,en,0.9999966629562688,en,0.9994058609008788,en,langdetect
4232525,4232525,omid:br/062401422694 doi:10.15275/rusomj.2019.0204,"Frequency Of Waterpipe Smoking And Its Effective Factors Among Students Of State Universities In Kerman, Iran","Momeni, Mohsen [omid:ra/0613073098 orcid:0000-0002-9513-3046]; Sharifi, Parvaneh [omid:ra/062404311364 orcid:0000-0002-3841-9347]; Ghari, Ebrahim [omid:ra/062404311365 orcid:0000-0001-8335-4258]; Safizade, Hossein [omid:ra/06102306 orcid:0000-0003-1760-5172]",2,8,Russian Open Medical Journal [omid:br/0622042830 issn:2304-3415 doi:10.15275/rusomj],e0204-e0204,2019-06-27,journal article,Llc Science And Innovations [omid:ra/0620116242 crossref:5945],,omid:br/062401422694,en,0.9999950977906836,en,0.9998385906219482,en,langdetect
359247,359247,omid:br/06190262725 doi:10.1186/s12917-021-02743-x pmid:33468123,"Prevalence, Distribution And Risk Factors For Brucellosis Infection In Goat Farms In Ningxiang, China","Li, Yin [omid:ra/0619017804 orcid:0000-0001-5720-5267]; Tan, Dan [omid:ra/06190746756]; Xue, Shuang [omid:ra/06190746757]; Shen, Chaojian [omid:ra/06190746758]; Ning, Huajie [omid:ra/06190746759]; Cai, Chang [omid:ra/06190746760]; Liu, Zengzai [omid:ra/06190746761]",1,17,BMC Veterinary Research [omid:br/062503941 issn:1746-6148],,2021-01-19,journal article,Springer Science And Business Media Llc [omid:ra/0610116006 crossref:297],,omid:br/06190262725,en,0.9999971784269478,en,0.7263827323913574,en,langdetect
1650369,1650369,omid:br/061303887795 doi:10.1155/2023/4805466,Benzylated Sulfamethoxazole Derivatives With Improved Safety Profile As Potential Anti-Mycobacterium Tuberculosis And Antibacterial Agents,"Leboho, Tlabo C. [omid:ra/0613010787186 orcid:0000-0002-9952-6381]; Maepa, Judas M. [omid:ra/0613010787187]",,2023,Journal Of Chemistry [omid:br/065045985 issn:2090-9071 doi:10.1155/2962 issn:2090-9063],1-12,2023-09-12,journal article,Hindawi Limited [omid:ra/0610116069 crossref:98],"Afshari, Mozhgan [omid:ra/0613010787188]",omid:br/061303887795,en,0.9999979234754962,en,0.9999982118606568,en,langid
6549504,6549504,omid:br/06203881991 doi:10.25159/2522-6800/11283,Intervention In Response To Atrocities: The Contribution Of The African Union To International Law,"Tladi, Dire [omid:ra/062010459843]",,,Southern African Public Law [omid:br/061201215840 issn:2522-6800 issn:2219-6412],,2022-08-12,journal article,Unisa Press [omid:ra/0620115548 crossref:10792],,omid:br/06203881991,en,0.9999973864427286,en,1.0,en,langid
10127915,10127915,omid:br/06450123711 doi:10.3390/bioengineering10030287,(Bio)printing In Personalized Medicine—Opportunities And Potential Benefits,"Bakova, Desislava [omid:ra/06450351636]; Hristozova, Maria [omid:ra/06450351637]; Kasnakova, Petya [omid:ra/06450351638]; Mihaylova, Anna [omid:ra/0612054148 orcid:0000-0002-7674-6074]; Sarafian, Victoria [omid:ra/06450351639 orcid:0000-0003-1501-0175]; Sbirkov, Yordan [omid:ra/06450351640]; Semerdzhieva, Mariya [omid:ra/06450351641]; Shopova, Dobromira [omid:ra/06450350143 orcid:0000-0003-1287-930X]; Yaneva, Antoniya [omid:ra/06450351642]",3,10.0,Bioengineering [omid:br/062039027 issn:2306-5354],287-287,2023-02-23,journal article,Mdpi Ag [omid:ra/0610116165 crossref:1968],,omid:br/06450123711,en,0.8571405910909068,de,0.5168247222900391,en,langdetect
6796692,6796692,omid:br/0619069613 doi:10.1136/heartjnl-2019-315707 pmid:32522821,Recent Advances In Percutaneous Coronary Intervention,"Hoole, Stephen P [omid:ra/0621060607 orcid:0000-0002-3530-3808]; Bambrough, Paul [omid:ra/06190118168]",18,106.0,Heart [omid:br/06201080 issn:1355-6037 issn:1468-201X],1380-1386,2020-06-10,journal article,Bmj [omid:ra/0610116003 crossref:239],,omid:br/0619069613,en,0.9999960567694433,en,0.9895080327987672,en,langdetect
10730527,10730527,omid:br/06120137072 doi:10.1080/1061186x.2020.1757099 pmid:32306773,Location Of Stimuli-Responsive Peptide Sequences Within Silk-Elastinlike Protein-Based Polymers Affects Nanostructure Assembly And Drug–Polymer Interactions,"Isaacson, Kyle [omid:ra/0614020796 orcid:0000-0002-5765-916X]; Jensen, M. Martin [omid:ra/06120356846]; Steinhauff, Douglas B. [omid:ra/06120356847]; Kirklow, James E. [omid:ra/06120356848]; Mohammadpour, Raziye [omid:ra/063066349 orcid:0000-0002-6155-6518]; Grunberger, Jason William [omid:ra/0611072874 orcid:0000-0003-0436-5501]; Cappello, Joseph [omid:ra/06120356849]; Ghandehari, Hamidreza [omid:ra/06120356850]",7-8,28.0,Journal Of Drug Targeting [omid:br/06202483 issn:1029-2330 issn:1026-7158 issn:1061-186X],766-779,2020-04-29,journal article,Informa Uk Limited [omid:ra/0610116005 crossref:301],,omid:br/06120137072,en,0.9999978834644612,en,1.0,en,langid
8269524,8269524,omid:br/062101202111 doi:10.30794/pausbed.992507,"SOSYAL MEDYA, ALGILANAN KALİTE Ve AĞIZDAN AĞIZA İLETİŞİMİN HASTANE MARKA İMAJIYLA İLİŞKİSİ","Zengi̇N, Yasemin [omid:ra/062103589236]; Uslu Di̇Vanoğlu, Sevilay [omid:ra/062103589237]; Sağlam, Şengül [omid:ra/062103589238]",,,Pamukkale University Journal Of Social Sciences Institute [omid:br/062101202961 issn:1308-2922 issn:2147-6985],,2021-10-26,journal article,Pamukkale University [omid:ra/0620115700 crossref:4742],,omid:br/062101202111,tr,0.9999965768537518,az,0.9801939725875854,tr,langdetect
2424247,2424247,omid:br/06230803733 pmid:31441681 doi:10.1080/14786419.2019.1656624,Chemical Investigation Of Secondary Metabolites Produced By Mangrove Endophytic Fungus Phyllosticta Capitalensis,"Xu, Zhiyong [omid:ra/062302374148]; Xiong, Bingxue [omid:ra/062302374149]; Xu, Jing [omid:ra/0618046777 orcid:0000-0002-6201-5318]",9,35.0,Natural Product Research [omid:br/0612015004 issn:1478-6427 issn:1478-6419],1561-1565,2019-08-23,journal article,Informa Uk Limited [omid:ra/0610116005 crossref:301],,omid:br/06230803733,en,0.9999963789876096,en,0.9999955892562866,en,langdetect
4293463,4293463,omid:br/0640323637 pmid:34531986 doi:10.1002/fsn3.2315,lncRNA FEZF1‐AS1 Regulates Biological Behaviors Of Cervical Cancer By Targeting miRNA‐1254,"Liang, Miao [omid:ra/0640909773]; Li, Yongkang [omid:ra/0640909774]; Dai, Tingting [omid:ra/0640909775]; Chen, Cheng [omid:ra/0640909776 orcid:0000-0003-4227-6796]",9,9.0,Food Science & Nutrition [omid:br/061305689 issn:2048-7177],4722-4737,2021-07-14,journal article,Wiley [omid:ra/0610116001 crossref:311],,omid:br/0640323637,en,0.9999973526409603,en,0.9805903434753418,en,langdetect
8282229,8282229,omid:br/06603958879 doi:10.1155/2022/4938811,MicroRNA 101 Attenuated NSCLC Proliferation Through IDH2/HIFα Axis Suppression In The Warburg Effect,"Han, Le [omid:ra/066010855744]; Zhang, Yili [omid:ra/066010855745]; Zhao, Bin [omid:ra/066010855746]; Yue, Jianren [omid:ra/066010855747]; Chen, Zhenghong [omid:ra/066010855748 orcid:0000-0002-0519-6634]; Lei, Guangyan [omid:ra/066010855749]; Huang, Chen [omid:ra/066010855750 orcid:0000-0002-0683-0502]; Chen, Wenjuan [omid:ra/066010855751 orcid:0000-0002-6217-6672]",,2022.0,Oxidative Medicine And Cellular Longevity [omid:br/0614046488 issn:1942-0900 issn:1942-0994],1-12,2022-10-18,journal article,Hindawi Limited [omid:ra/0610116069 crossref:98],"Roy, Subhadeep [omid:ra/066010855752]",omid:br/06603958879,en,0.9999964783203754,en,0.9999998807907104,en,langid
4697877,4697877,omid:br/062402068688 doi:10.14710/jtsiskom.2020.13733,Maturity Classification Of Cacao Through Spectrogram And Convolutional Neural Network,"Bueno, Gilbert E. [omid:ra/062406268234]; Valenzuela, Kristine A. [omid:ra/062406268235]; Arboleda, Edwin R. [omid:ra/062406268236]",3,8.0,Jurnal Teknologi Dan Sistem Komputer [omid:br/062402069033 issn:2620-4002 issn:2338-0403],228-233,2020-06-04,journal article,Institute Of Research And Community Services Diponegoro University (Lppm Undip) [omid:ra/0620115711 crossref:5716],,omid:br/062402068688,en,0.9999942893268324,en,1.0,en,langid
3102802,3102802,omid:br/062204109129 doi:10.50821/glytoucan-g63667je,GlyTouCan ID G63667JE,"木下, 聖子 [omid:ra/0622011485205]",,,,,2021-06-29,dataset,"Glycan & Life Systems Integration Center, Soka University [omid:ra/0622011485206]",,omid:br/062204109129,en,0.9999954537597862,en,0.169461503624916,en,langdetect
7364889,7364889,omid:br/062502261333 doi:10.30687/978-88-6969-381-6/002,La Gramaticalización De Lo Que Es Como Operador Discursivo,"González Pérez, Rosario [omid:ra/062506874042]",,,"Lexicalización, Léxico Y Lexicografía En La Historia Del Español [omid:br/062502262267]",,2019-12-14,book chapter,Edizioni Ca Foscari [omid:ra/0610116835 crossref:12144],,omid:br/062502261333,es,0.9999965135448567,es,0.9884069561958312,es,langdetect
980368,980368,omid:br/06803012559 pmid:34438798 doi:10.3390/ani11082341,Application Of Non-Destructive Methods: Biomarker Assays In Blood Of White Stork (Ciconia Ciconia) Nestlings,"Bjedov, Dora [omid:ra/06808747861 orcid:0000-0003-1059-7907]; Mikuška, Alma [omid:ra/06808747862]; Lackmann, Carina [omid:ra/06808747863]; Begović, Lidija [omid:ra/0614013871 orcid:0000-0002-3674-6686]; Mikuška, Tibor [omid:ra/06808747864]; Velki, Mirna [omid:ra/0626045762 orcid:0000-0003-1342-0138]",8.0,11.0,Animals [omid:br/068056130 issn:2076-2615],2341-2341,2021-08-08,journal article,Mdpi Ag [omid:ra/0610116165 crossref:1968],,omid:br/06803012559,en,0.9999961087202296,en,0.8983979225158691,en,langdetect
7270987,7270987,omid:br/06210183078 doi:10.3389/feart.2022.694939,"Crystal-Chemical And Structural Characterization Of Omphacite In High-Pressure Eclogites From The Arquía Complex On Southwestern Pijao, Central Cordillera (Colombian Andes)","Castellanos-Alarcón, Oscar Mauricio [omid:ra/06210494840]; Cedeño Villarreal, Karoll Michelle [omid:ra/06210494841]; Toro Hernández, Robert Antonio [omid:ra/06210494842]; Ríos-Reyes, Carlos Alberto [omid:ra/06210494843]; Henao-Martínez, José Antonio [omid:ra/06210494844]; Zuluaga-Castrillón, Carlos Augusto [omid:ra/06210494845]",,10,Frontiers In Earth Science [omid:br/062102747 issn:2296-6463 doi:10.3389/feart],,2022-01-24,journal article,Frontiers Media Sa [omid:ra/0610116108 crossref:1965],,omid:br/06210183078,en,0.999995906333075,es,0.8123825192451477,en,langdetect
3734793,3734793,omid:br/06402366206 doi:10.18470/1992-1098-2021-4-236-241,"Review Of The Monograph By N.G. Gadzhiev, S.A. Konovalenko, M.N. Trofimov, “Theoretical Aspects Of The Formation And Development Of Ecological Economics In Russia. Moscow, Infra‐M Publ., 2022, 169 P.”","Gadzhiev, A. A. [omid:ra/06406886132 orcid:0000-0002-7359-1951]",4,16.0,"South Of Russia: Ecology, Development [omid:br/06402366728 issn:1992-1098 issn:2413-0958]",236-241,2022-01-10,journal article,Institute Of Applied Ecology [omid:ra/06406886113 crossref:7745],,omid:br/06402366206,en,0.9999970297542669,en,1.0,en,langid
